1	
sampāpuṇeyya    
sampāpuṇāti    
samudayasaccaṃ    
samuddā    
samudācarante    
samudācaranti    
samudācārena    
samussitasuvaṇṇakkhandho    
samussitesu    
samussāhitamānaso    
samā    
samācikkhi    
samādhisampadaṃ    
samādhissa    
samādiya    
samāgamma    
samāgamo    
samāgantvā    
samāhitā    
samālā    
samānakathā    
samānaṃ    
samānenti    
samānetabbaṃ    
samāpattiyo    
samāpattīnañca    
samāpattīsu    
samāruyha    
samāsaṃ    
samūhato    
sandanti    
sandeho    
sandhāvissaṃ    
sandhāya    
sandissamānaṃ    
sandissati    
sannipatitesu    
sannisinno    
santacittā    
santakaṃ    
santakāti    
sante    
santhambhetīti    
santharitvā    
santikaṃ    
santike    
santikenidānanti    
santikenidānaṃ    
santo    
santusito    
santuṭṭhā    
santāressaṃ    
santāretvā    
sapattacīvaraṃ    
sappaṃ    
sappinavanītatelamadhuphāṇitānaṃ    
sappissa    
sappurisā    
sappītikabhāvo    
saputtadāro    
sarakutti    
saraṇadukā    
saraṇamakaṃsu    
saraṇaṃ    
saraṇesu    
saraṇo    
saraṇā    
sare    
saresu    
saro    
sarīrappabhā    
sarīrappadesā    
sarīrassa    
sarīrato    
sarīraṃ    
sarīre    
sarīresu    
sarīrobhāso    
sasapaṇḍitajātakāle    
sasaṅghaṃ    
sasaṅghe    
sassamiva    
sasādīhi    
sasāvako    
satabhāgena    
satakoṭiyo    
satasahassabhāgena    
satasahassagghanikaṃ    
satasahassagghanikā    
satasahassakappamatthake    
satasahasse    
satasahassehi    
satasahassepi    
satasahassāni    
sataṃ    
sati    
satipaṭṭhānapadeso    
satipaṭṭhānavibhaṅgo    
satipaṭṭhāne    
satipaṭṭhānā    
sato    
satta    
sattahi    
sattahivassasahassāni    
sattakkhattuṃ    
sattamaṃ    
sattamo    
sattamā    
sattannaṃ    
sattapaññāsañca    
sattappakaraṇauggahaṇañca    
sattappakaraṇāni    
sattaratanakhacitaṃ    
sattaratanamayaṃ    
sattaratanamayesu    
sattaratanamayo    
sattaratanamayāva    
sattaratanapaṭimaṇḍitaṃ    
sattati    
sattatihatthubbedhaṃ    
sattatikappasahassāni    
sattesu    
satthu    
satthuno    
satthā    
satthāradassanaṃ    
satthāraṃ    
satthārā    
satthāti    
sattihi    
sattubhastajātake    
sattā    
sattāhabbhantareyeva    
sattāhaccayena    
sattāhaṃ    
sattāhe    
sattāhāni    
sattānaṃ    
sattāti    
satā    
savanatotha    
savantiyo    
sayambhūñāṇādhigamena    
sayaṃvasī    
sañcarittapeyyālaṃ    
sañjātappamodā    
sañjātasaṃvego    
sañjīvo    
saññino    
saññāpesi    
saññāpetvā    
saṃ    
saṃharitvā    
saṃsandiyamānaṃ    
saṃsuddhagahaṇiko    
saṃsādenti    
saṃsārasāgaro    
saṃsāravaṭṭaṃ    
saṃsāroti    
saṃvarāsaṃvaradiṭṭhiviniveṭhananāmarūpaparicchedakathāti    
saṃvarāsaṃvarakathā    
saṃvarāsaṃvaro    
saṃvarāsaṃvaroti    
saṃvattanti    
saṃvattati    
saṃvaṇṇitā    
saṃvegajātāhi    
saṃvidhāya    
saṃviggamānaso    
saṃvijjamānā    
saṃyuttaaṅguttarikadvemahānikāyappamāṇāva    
saṃyuttanikāye    
saṃyuttanikāyo    
saṃyuttasaṅgaho    
saṅgahappabhedaṃ    
saṅgahitaṃ    
saṅgahitena    
saṅgahitā    
saṅgahitāni    
saṅgaho    
saṅgayhamānaṃ    
saṅghassa    
saṅghaṃ    
saṅghe    
saṅghārāmaṃ    
saṅgāyantena    
saṅgītaṃ    
saṅgīte    
saṅgītiāropitanayena    
saṅgīto    
saṅkamitvā    
saṅkamitvāva    
saṅkampi    
saṅkhabrāhmaṇakāle    
saṅkhapālajātakāle    
saṅkhepo    
saṅkhyaṃ    
saṅkhyā    
saṅkhārayamakaṃ    
saṅkhārā    
saṇhasukhumadhammaṃ    
saṇikaṃ    
saṇṭhahatīti    
saṭṭhi    
saṭṭhibhikkhusatasahassāni    
saṭṭhihatthaṃ    
saṭṭhihatthe    
saṭṭhihatthubbedhaṃ    
saṭṭhivassasahassāni    
saṭṭhivassasahassānīti    
saṭṭhivassikattherā    
sedā    
sekhā    
sekkhā    
selamayaṃ    
selo    
selā    
senakapaṇḍitakāle    
senānigame    
senāsanaṃ    
serī    
sesi    
sesānampi    
setabhittiyo    
setaṭṭhānehi    
sevanti    
seyyathāpi    
seyyaṃ    
sibbitabbābhāvo    
siddhatthassa    
siddhattho    
siddhippattassa    
siggavo    
sikhī    
sikkhanti    
sikkhantī    
sikkhitasikkhā    
sikkhā    
sikkhāpadapaññāpanaṃ    
sikkhāpadavibhaṅge    
sikkhāpadavibhaṅgo    
sikkhāpadāni    
sikkāya    
siliṭṭhaṃ    
sineruṃ    
siniddhāhāro    
sirasmiṃ    
sirimā    
sirisayane    
siriyā    
sirīmato    
sissehi    
sissānusissasaṅkhātāya    
sissānusissehīti    
sivamañjase    
sive    
sivijātake    
sivirājakāle    
siyā    
so    
sobhati    
sobhavatī    
sobhaṇaṃ    
sobhesi    
sobheyyāti    
sobhito    
sodhayissāmi    
sodhemahaṃ    
sodhenti    
sodhetha    
sodhetuṃ    
sodhīyati    
soko    
somanassakumārakāle    
somanassaṃ    
sopi    
sosetvā    
sotthijo    
sotthiyena    
sotthiṃ    
sotukāmaṃ    
sotūnaṃ    
sovaṇṇamayaṃ    
soḷasa    
soṇako    
soṇarukkho    
soṇo    
soṇā    
su    
subhaddo    
subhaddā    
sucimpi    
suciṃ    
suciṇṇe    
suciṇṇo    
sudassananagare    
sudassanasiluccaye    
sudassanaṃ    
sudassano    
sudassanā    
sudatto    
sudattā    
suddhagocarā    
suddhikagāthā    
suddhodano    
suddhāvāse    
sudevo    
sudhammaṃ    
sudhammo    
sudhammā    
sudhaññavatī    
sudinnaṃ    
sudinno    
sudubbudhaṃ    
sugambhīrāti    
suggahitā    
suguttaṃ    
sujāto    
sujātā    
sujātāya    
sukathitaṃ    
sukato    
sukhadukkhaṃ    
sukhadukkhe    
sukhamāvahāti    
sukhaṃ    
sukhena    
sukhito    
sukhumālakaraṇabhāvo    
sukhāya    
sukhī    
sulabhatāya    
sumanadevatthero    
sumano    
sumanā    
sumaṅgalaṃ    
sumedhakathā    
sumedhapaṇḍitena    
sumedhapaṇḍito    
sumedho    
sumitto    
sumāpitā    
sunando    
sunandā    
sundaraṃ    
sundarī    
sunetto    
supaccakkho    
supakkalākhārasasiñcamānā    
suparicchinno    
suphassā    
suphusitaṃ    
suppatiṭṭhito    
suppatīto    
suppaṭipanno    
supupphitasatapattasassirikaṃ    
surakkhito    
surattadupaṭṭaṃ    
suruci    
surāmā    
susīmo    
sutta    
suttanipāte    
suttantabhājanīyaabhidhammabhājanīyapañhapucchakanayānaṃ    
suttantabhājanīyaabhidhammabhājanīyapañhapucchakānaṃ    
suttantabhājanīyaṃ    
suttantapiṭakaṃ    
suttantapiṭake    
suttantañca    
suttantaṃ    
suttanti    
suttantikadukā    
suttantā    
suttanāmakaṃ    
suttapadānañceva    
suttasabhāgato    
suttasahassaṃ    
suttasahassesu    
suttasahassāni    
suttasatāni    
suttaṃ    
suttaṃpe    
suttena    
suttesu    
suttādīni    
suttānaṃ    
suttāni    
sutvā    
sutvāna    
suvavatthito    
suvaṇṇakalasehi    
suvaṇṇamayesu    
suvaṇṇamayā    
suvaṇṇapaṭa    
suvaṇṇapaṭapasāritā    
suvaṇṇapaṭimā    
suvaṇṇapādukañca    
suvaṇṇapātiṃ    
suvaṇṇarajatamaṇimuttādipūrite    
suvaṇṇarasadhārābhisiñcamānā    
suvaṇṇavaṇṇaṃ    
suvaṇṇāliṅgasadisaṃ    
suvaṇṇāliṅgaṃ    
suvisodhitaṃ    
suvuttato    
suññā    
sve    
svāhaṃ    
svātanāya    
sā    
sādhakāni    
sādhentā    
sādhu    
sādhukāraṃ    
sādhāraṇabhāvo    
sādhāraṇatāya    
sādhūti    
sāgaresu    
sāgaro    
sāgarā    
sākhāpalāsasadisā    
sālakalyāṇī    
sālarukkho    
sālarājāva    
sālo    
sālāpi    
sāmaññaṃ    
sāmikā    
sāmukkaṃsikena    
sāmā    
sāragavesīti    
sārarukkho    
sārasūciṃ    
sāratthiko    
sāriputta    
sāriputtassa    
sāriputtattherappabhavo    
sāriputtattheravatthu    
sāriputtatthero    
sāriputtāti    
sāropamaṃ    
sāruppabhāvo    
sāsanato    
sāsanaṃ    
sāsane    
sāsitāti    
sātisāro    
sāvakabhāsitattā    
sāvakasannipātesu    
sāvakasannipāto    
sāvakasannipātā    
sāvako    
sāvakā    
sāvikā    
sāvitoti    
sāyanhasamayaṃ    
sāyanhasamaye    
sāyaṃ    
sāṭakasmiṃ    
sāṭakayugaṃ    
sāṭakaṃ    
sāṭṭhakathānaṃ    
sīhanādaṃ    
sīhassa    
sīhaṃ    
sīho    
sīlakkhandhādipāripūriṃyeva    
sīlapāramitā    
sīlapāramitāya    
sīlapāramiṃ    
sīlapāramīti    
sīlasampadaṃ    
sīlassa    
sīlavanāgarājakāle    
sīlaṃ    
sīle    
sīlesu    
sīlāni    
sīsakahāpaṇādīni    
sīsaṃ    
sīsenādāya    
sītalaṃ    
sītena    
sītuṇhapaṭighātena    
sīvalā    
sīvalī    
sūcanato    
sūceti    
sūdanato    
sūriyappabhā    
sūriye    
sūriyo    
sūriyuggamanaṃ    
sūriyuggamane    
sūriyālokena    
tacchakānaṃ    
tadatthajotikā    
tadaṅgappahānaṃ    
tadupasammanti    
tadā    
tadādakkhiṃ    
tadāti    
tamantarahitaṃ    
tambapaṇṇinivāsinaṃ    
tamenaṃ    
tamhā    
tampi    
tanti    
tantiatthassa    
tantinayānugaṃ    
tantiyo    
tantiyā    
tanu    
tarantassa    
tarantā    
tasitā    
tasmiṃ    
tasmiṃyeva    
tasmā    
tassa    
tassaṃ    
tasseva    
tassuddāna    
tassupari    
tassā    
tassāyevattho    
tathā    
tathāgatassa    
tathāgatavacanaṃ    
tathāgataṃ    
tathāgate    
tathāgato    
tathāgatoti    
tathāhaṃ    
tathārūpaṃ    
tathārūpo    
tatiyasaṅgītikālā    
tatiyaṃ    
tatiye    
tatiyo    
tatiyābhisamayo    
tato    
tattakampi    
tattha    
tattheva    
tatthāsuṃ    
tatthāti    
tava    
tavantike    
tayo    
tayopi    
tayā    
tañcassa    
tañhi    
taḷākassa    
taḷākaṃ    
taṃ    
taṅkhaṇaññeva    
taṇhādiṭṭhisaṃkilesānaṃ    
taṇhānaṃ    
taṇḍule    
te    
tehi    
tejasā    
temāsaṃ    
tena    
teneva    
tepajja    
tepi    
tepiṭakassa    
tesaṃ    
tesaṃyeva    
tesu    
tesveva    
thaddhavisamabhūmibhāgatā    
thaddhavisamatā    
thambhesu    
thenetvā    
theragā    
theragāthā    
therassa    
therehi    
therena    
thereneva    
thero    
therova    
therīgāthā    
thokaṃ    
thoke    
thometvā    
thomitā    
thutappasattho    
thāmadassinā    
thāmappattaṃ    
ti    
ticīvarehi    
tidasālaye    
tidhā    
tidivakkamo    
tikacchedo    
tikadukabhājanaṃ    
tikadukapaṭṭhānaṃ    
tikadukañca    
tikamātikā    
tikapaṭṭhānaṃ    
tikatikapaṭṭhānaṃ    
tike    
tikesu    
tikesuyeva    
tikicchake    
tikicchāpeti    
tikkhattuṃ    
tikā    
timattabhāṇavāraṃ    
timattabhāṇavāro    
timirapiṅgalamahāmaccho    
tipiṭakadharo    
tippabhedameva    
tiracchānagatā    
tissabhūtitthero    
tisso    
tissā    
titthe    
titthiyā    
titti    
tivaggo    
tividhaggi    
tividhena    
tividho    
tiṃsabhikkhusahassāni    
tiṃsahatthubbedhaṃ    
tiṃsakappasahassamatthake    
tiṃsavassasahassāni    
tiṇhena    
tiṇāni    
tiṇṇampi    
tiṇṇaṃ    
tiṇṇena    
tiṭṭhamāno    
tiṭṭhati    
tosayanto    
tulābhūto    
tulābhūtā    
tumhe    
tumhādise    
tunnaṃ    
turiyehi    
turiyā    
tusitabhavane    
tusitapurā    
tusite    
tusitā    
tuvaṃ    
tuyhaṃ    
tuṭṭhahaṭṭhaṃ    
tuṭṭhamānasā    
tuṭṭhi    
tuṭṭhiñca    
tuṭṭhiṃ    
tuṭṭho    
tvampi    
tvaṃ    
tā    
tādihi    
tādisaṃ    
tāni    
tāpasapabbajjaṃ    
tāpasapabbajjāya    
tāpasaparikkhāre    
tāpasaṃ    
tāpaso    
tāpena    
tārakarūpappabhā    
tārakarūpesu    
tārakarūpāni    
tārakā    
tārayanto    
tārayati    
tāremi    
tāresi    
tāsañca    
tāsaṃ    
tāsaṃyeva    
tāta    
tātāti    
tāva    
tāvade    
tāvadeva    
tāvatiṃsabhavane    
tāvatiṃse    
tāvatiṃsesu    
tāvatiṃsānaṃ    
tāvimaṃ    
tāya    
tāyati    
tīhi    
tīramhi    
tīre    
tīsu    
tīṇi    
tīṇisatasahassāni    
tūriyassa    
ubbhijji    
ubhato    
ubhatobyañjanapaṇḍakā    
ubhatovibhaṅganiddesakhandhakaparivārā    
ubhayanidānasampannassa    
ubhayāni    
ubho    
ubhopete    
ubhosu    
ucchuyantaṃva    
uccāraṭṭhānamhi    
udagāhiniṃ    
udakacāṭiyo    
udakapariyantaṃ    
udakassa    
udakañca    
udakaṃ    
udapādi    
udayo    
uddesamaggo    
uddesaṃ    
uddhanesu    
uddhaṃ    
uddānasaṅgahavaggasaṅgahapeyyālasaṅgahaekanipātadukanipātādinipātasaṅgahasaṃyuttasaṅgaha    
udeno    
udumbararukkho    
udā    
udāharaṇaṃ    
udāharituṃ    
udāhu    
udāna    
udānaṃ    
udānesi    
uggahetvā    
uggahitanti    
uggahitaṃ    
uggantvāpi    
uggatejo    
uggato    
uggatāpanaṃ    
uggatāpano    
uggaṇhantopi    
uggaṇhi    
uggaṇhitvā    
uggiramānaṃ    
ukkhaliyādīni    
ukkhepanīyakammatajjanīyakammāraho    
ukkhipanti    
ummādassa    
umāpupphanīluppaladalasañchannaṃ    
unnāmetvā    
upaccagā    
upacālā    
upadduto    
upadhārento    
upagamanamattameva    
upagantvāna    
upagataṃ    
upahāraṃ    
upakaraṇesu    
upakena    
upakārāya    
upalabbhati    
upanidhāyahaṃ    
upanissayapaccayo    
upanissayaṃ    
upaparikkhanti    
upapatti    
upari    
upariniggatāhi    
uparitale    
upasammati    
upasampādento    
upasanto    
upasaṅkamitvā    
upasaṅkamma    
upasobhati    
upasoṇā    
upasālo    
upatisso    
upatissā    
upaṭṭhahanti    
upaṭṭhissatimaṃ    
upaṭṭhāko    
upaṭṭhānaṃ    
upaṭṭhātiyeva    
upekkhanaṃ    
upekkhāpāramitā    
upekkhāpāramiṃ    
upetaṃ    
uppajja    
uppajjanabhāvo    
uppajjantāpi    
uppajjati    
uppajji    
uppajjitvā    
uppalavaṇṇā    
uppannesu    
uppannoti    
uppannā    
uppattiyā    
uppādanatthāya    
uppādentesupi    
uppādetuṃ    
uppādetvā    
uppāṭetvā    
upādinnakaphassādīsu    
upādinnakasarīraṃ    
upādāya    
upāgantvā    
upāgatosmīti    
upārambhādihetu    
upārambhānisaṃsā    
upāyena    
uragādike    
uruveḷā    
ussāhajāto    
ussāhaṃ    
ussāhena    
ussāpento    
usumaṃ    
uttamapabbajjā    
uttarakuruṃ    
uttaranti    
uttaraṃ    
uttaripi    
uttaro    
uttarā    
uttarāsaṅgena    
uttasati    
uttiyo    
utuvasse    
utuṃ    
utūnaṃ    
uyyojesi    
uyyojetabbo    
uyyānakīḷāya    
uyyānavimānakapparukkhesu    
uyyānaṃ    
uṇhabhāvaṃ    
uṇhañca    
uṇhaṃ    
uṇhe    
uṭṭhahanti    
uṭṭhahantūti    
uṭṭhahatūti    
uṭṭhahi    
uṭṭhahiṃsu    
uṭṭhāpanīyabhāvo    
uṭṭhāpetvā    
uṭṭhāyāsanā    
va    
vacana    
vacanamabrvi    
vacanatthakosallatthaṃ    
vacanattho    
vacanaṃ    
vacanesu    
vaccaṃ    
vacībhedaṃ    
vadanti    
vadati    
vadesīti    
vadeyya    
vadāmīti    
vajjanti    
vajjayantā    
vanasaṇḍe    
vandissatīti    
vandissāmīti    
vanditvā    
vapayanti    
varagandhañca    
varasamāpattiyo    
varasāṭakayugaṃ    
varuṇo    
vasanaṭṭhānaṃ    
vasantassa    
vasante    
vasantena    
vasanto    
vasena    
vasi    
vasitvā    
vassasahassaṃ    
vassasahassenapi    
vassasahassānaṃ    
vassasahassāni    
vassasahassānīti    
vassasatasahassanti    
vassasatasahassaṃ    
vassasatasahassenapi    
vassasatasahassānaṃ    
vassasataṃ    
vassasatenapi    
vassasatānaṃ    
vassasatāni    
vassāni    
vasudhā    
vasībhūtassa    
vasīgaṇena    
vasīhiṭṭhakathā    
vata    
vatamadhiṭṭhahinti    
vataṃ    
vattabbaṃ    
vattabbe    
vattabbo    
vattamānā    
vattanti    
vattasampattiyā    
vattati    
vattaṃ    
vatthu    
vatthupi    
vatthurūpaṃ    
vatthāni    
vattā    
vatvā    
vavatthapetvāva    
vavatthāpitāya    
vayadhammā    
vaḍḍhakivaṇṇaṃ    
vaḍḍhati    
vaḍḍheti    
vaḍḍhetvā    
vaḷañjanaṃ    
vaṃ    
vaṃsānurakkhaṇatthāya    
vaṅkakājaṃ    
vaṅkapabbatasadise    
vaṇṇadhātu    
vaṇṇapokkharatāya    
vaṇṇaṃ    
vaṇṇenātiādīsu    
vaṇṇitā    
vaṭumāyanaṃ    
vaṭṭati    
vaṭṭatīti    
ve    
vebhārapabbate    
vebhāraṃ    
vedajāto    
vedalla    
vedallanti    
vedallaṃ    
vedanā    
vedanākkhandhavaseneva    
vedanāpañcakaindriyavasena    
vedanāsatipaṭṭhānavaseneva    
vedanāttikavaseneva    
vedanāvasena    
vedanāvaseneva    
vedañca    
vedehamuninā    
veditabbaṃ    
veditabbo    
veditabbā    
vedāna    
vedānaṃ    
vegena    
vehapphale    
vehāsaṃ    
velante    
velantena    
velāya    
veneyyajjhāsayānulomena    
vesaṃ    
vessabhū    
vessantararājakāleti    
vessantarasadise    
vessantarattabhāve    
vessantarattabhāvā    
vesārajjaññāṇaṃ    
vevaṇṇiyaṃ    
veyyākaraṇa    
veyyākaraṇaṃ    
veṭhāpetvā    
vi    
vibha    
vibhajanto    
vibhajitvā    
vibhattaṃ    
vibhattiyo    
vibhatto    
vibhattā    
vibhavopi    
vibhaṅgappakaraṇaṃ    
vibhaṅgā    
vibhāvanā    
vibhāvaye    
vibhāvayeti    
vibhūsanaṭṭhānabhāvo    
vibhūsanaṭṭhānābhāvo    
vicakkhaṇe    
vicarantaṃ    
vicaraṇaṃ    
vicariṃsu    
vicinanto    
vicinantohaṃ    
vicinissāmi    
vicinitvā    
vicintesiṃ    
vicināmi    
vicito    
vicittattharaṇavaṇṇo    
viddhaṃsetvā    
viddhaṃsiyanti    
vidhamitvā    
vidhurapaṇḍitakāle    
vidhuro    
vidhāvati    
vigatapaccayo    
vigatā    
vighāsādo    
vighātassa    
viharati    
viharatītiādinā    
viharāmi    
vihāraṃ    
vihārena    
vihāsi    
vihāsinti    
vihāsīti    
vijahatīti    
vijitaṃ    
vijitāvī    
vijjamāne    
vijjante    
vijjati    
vijjhiyanto    
vijjā    
vijjābhāgino    
vijjāttayachaḷabhiññācatupaṭisambhidāppabhedaṃ    
vijjāyo    
vijānāma    
vikiriyanti    
vikkhambhanasamucchedappahānāni    
vikkhambhetvā    
vikopeti    
viloketvā    
vimalehi    
vimuccissatīti    
vinassati    
vinassatu    
vinayanato    
vinayapiṭakaṃ    
vinayapiṭake    
vinayatantiṃ    
vinayaṃ    
vinaye    
vinayo    
vinayoti    
vinayādayo    
vindituṃ    
vineti    
vinetuṃ    
vinicchayaṃ    
vinivijjhitvā    
vinodehi    
vināyake    
vināyako    
vipajjati    
vipassanaṃ    
vipassanā    
vipassanābalassa    
vipassanābalaṃ    
vipassī    
vipattiñcāpi    
vipattiṃ    
vippakāraṃ    
vippayogo    
vippayuttapaccayo    
vippayuttaṃ    
vippayuttena    
vipulo    
vipulā    
vipākantaraṃ    
vipākapaccayo    
vipākato    
virajjhissāma    
virajjhiya    
viroca    
virocanti    
virocati    
virocittha    
virocituṃ    
virociṃsu    
visayhaseṭṭhikāle    
visayo    
visayoti    
visaṃvādeti    
visaṃyuttā    
visaṅkhataṃ    
visesabhūtā    
visesanayattā    
visesavantataro    
visesavaṇṇasaṇṭhānañca    
visesena    
vissajjanañca    
vissajjanaṃ    
vissajjenti    
vissajjetvā    
vissakammadevaputtaṃ    
vissakammadevaputte    
vissakammanimmitaṃ    
vissakammena    
visākhā    
visākhāpuṇṇamadivase    
visākhāpuṇṇamāsiyaṃ    
vitakkavūpasamanatthaṃ    
vitakkaṃ    
vitthārato    
vitthārena    
vitthārikaṃ    
vitthāritasuttesupi    
vitthāriyamānaṃ    
vitthāriyamāno    
vitthāriyamānā    
vitthāro    
vivajjantu    
vivajjento    
vivaritvā    
vivaṇṇetukāmo    
vivaṭamatte    
vividhanayattā    
viya    
viyākaṃsu    
viyāti    
viññūnaṃ    
vo    
vohārabāhullato    
vohāradesanā    
vohārakusalena    
vokkamasi    
vokkamati    
vuccanti    
vuccati    
vudakaṃ    
vuttadhammānaṃ    
vuttanayena    
vuttatthā    
vuttattā    
vuttavacanaṃ    
vuttañhetaṃ    
vuttaṃ    
vutte    
vuttoyeva    
vuttā    
vuḍḍhilakkhaṇapūjitaparicchinnādhikesu    
vuḍḍhimanto    
vuḍḍhimantopi    
vuḍḍhiyaṃ    
vuṭṭhahantassa    
vuṭṭhahiṃ    
vuṭṭhito    
vuṭṭhāpiyamānassa    
vuṭṭhāya    
vā    
vācanāmaggato    
vācanāmaggo    
vācañca    
vāceti    
vācetuñca    
vācetvā    
vādayutti    
vādaṃ    
vākacīrasmiñhi    
vākacīrañca    
vākacīraṃ    
vākacīre    
vākacīrāni    
vākuppattiyā    
vāladhiṃ    
vālaṃ    
vāpitaṃ    
vāsipharasuhattho    
vāsiṭṭho    
vātaṃ    
vātiādinā    
vāto    
vāyamantassāpissa    
vāyamanto    
vāyanti    
vāyati    
vīriyapāramitā    
vīriyapāramitādīnampi    
vīriyapāramiṃ    
vīriyapāramīti    
vīriyaṃ    
vīsabhāṇavārasataṃ    
vīsatibhikkhusahassāni    
vīsatihatthubbedhaṃ    
vīsativassasahassāni    
vītamalā    
vītarāgā    
vīthito    
vītikkamapaṭipakkhattā    
vītikkamappahānaṃ    
vītikkame    
vītināmesi    
vītināmetvā    
vītipatantamaṇitālavaṇṭaṃ    
vītipatantarajatatālavaṇṭā    
vītivattāni    
yadi    
yahiṃ    
yakkhasenāpati    
yakkhaṃ    
yakkho    
yakkhānaṃ    
yamakappakaraṇaṃ    
yamakapāṭihāriyaṃ    
yamakapāṭihāriye    
yamakaṃ    
yasavatī    
yasavā    
yasmā    
yaso    
yasodharā    
yassa    
yassāyaṃ    
yathayidaṃ    
yathicchitaṃ    
yathā    
yathābhūtāvabodho    
yathādhammasāsana    
yathādhammaṃ    
yathākkamaṃ    
yathākkamena    
yathānisinnova    
yathānulomasāsanaṃ    
yathānulomaṃ    
yathāparādhasāsanaṃ    
yathāparādhayathānulomayathādhammasāsanāni    
yathāparādhaṃ    
yathārahaṃ    
yathāruci    
yathāsukhaṃ    
yatonidānaṃ    
yattha    
yañca    
yaññadatto    
yaṃ    
yaṃkiñci    
yaṃnūnāhaṃ    
ye    
yeme    
yena    
yenena    
yesaṃ    
yo    
yogena    
yojanamattaṃ    
yojanappamāṇaṃ    
yojanattayaṃ    
yojane    
yojanāni    
yojetvā    
yugandhare    
yuttaṃ    
yā    
yācake    
yācanti    
yāci    
yācito    
yāgubhattavatthādīni    
yāme    
yānake    
yāni    
yāpanaṃ    
yāpesīti    
yāsaṃ    
yāva    
yāvajjatanakālā    
yāvatā    
yāvatāyukaṃ    
ñeyyadhammesu    
ñāṇavibhaṅgo    
ñatvā    
ñeyyā    
ñāpetabbo    
ñātisamāgame    
ñātisaṅghaparivuto    
ñāṇabhūto    
ñāṇanti    
ñāṇassa    
ñāṇasāgaro    
ñāṇasāgaroti    
ñāṇavatthūtiādinā    
ñāṇavibhaṅgo    
ñāṇaṃ    
ñāṇena    
ñāṇuttarānaṃ    
ābhatā    
ābhidhammikabhikkhūnampi    
ābhidhammikabhikkhūyeva    
ābhidhammikā    
āgacchanto    
āha    
āhāramūlakassa    
ājānāhi    
ākāsaṭṭhā    
āmantā    
āmoditā    
ānandatthero    
ānandattherādīhi    
ānando    
ānubhāvena    
āropayitvā    
ātāpino    
āyuppamāṇaṃ    
ābharaṇesu    
ābhatassa    
ābhato    
ābhidhammikabhikkhūnaṃ    
ābhidhammikattherānaṃ    
ābhidhammiko    
ābhidhammikā    
ābhujati    
ābhujiṃ    
ābhāya    
ācariyaparamparāya    
ācariyaṃ    
ācariyānaṃ    
ācikkhati    
ācikkhitvā    
ācāraguṇasampanno    
ādayo    
ādhārakāni    
